Car-Type,Gates,Gate-Name,Year of Timestamp,Month of Timestamp,Weekday of Timestamp,Hour of Timestamp,Count of Car-Id
1,Entrances,entrance1,2016,February,Monday,20,2
1,Entrances,entrance1,2016,February,Monday,18,1
1,Entrances,entrance1,2016,February,Monday,12,1
1,Entrances,entrance1,2016,February,Monday,11,1
1,Entrances,entrance1,2016,February,Monday,9,1
1,Entrances,entrance1,2016,February,Monday,4,1
1,Entrances,entrance1,2016,February,Monday,1,2
1,Entrances,entrance1,2016,February,Tuesday,20,1
1,Entrances,entrance1,2016,February,Tuesday,14,1
1,Entrances,entrance1,2016,February,Tuesday,8,1
1,Entrances,entrance1,2016,February,Tuesday,6,1
1,Entrances,entrance1,2016,February,Tuesday,4,1
1,Entrances,entrance1,2016,February,Wednesday,23,2
1,Entrances,entrance1,2016,February,Wednesday,22,1
1,Entrances,entrance1,2016,February,Wednesday,17,1
1,Entrances,entrance1,2016,February,Wednesday,15,1
1,Entrances,entrance1,2016,February,Wednesday,8,1
1,Entrances,entrance1,2016,February,Wednesday,6,2
1,Entrances,entrance1,2016,February,Wednesday,4,1
1,Entrances,entrance1,2016,February,Wednesday,3,1
1,Entrances,entrance1,2016,February,Thursday,23,1
1,Entrances,entrance1,2016,February,Thursday,22,1
1,Entrances,entrance1,2016,February,Thursday,21,1
1,Entrances,entrance1,2016,February,Thursday,17,2
1,Entrances,entrance1,2016,February,Thursday,15,1
1,Entrances,entrance1,2016,February,Thursday,14,1
1,Entrances,entrance1,2016,February,Thursday,13,1
1,Entrances,entrance1,2016,February,Thursday,12,1
1,Entrances,entrance1,2016,February,Thursday,4,1
1,Entrances,entrance1,2016,February,Thursday,2,1
1,Entrances,entrance1,2016,February,Friday,20,1
1,Entrances,entrance1,2016,February,Friday,17,1
1,Entrances,entrance1,2016,February,Friday,16,1
1,Entrances,entrance1,2016,February,Friday,10,1
1,Entrances,entrance1,2016,February,Friday,3,1
1,Entrances,entrance1,2016,February,Friday,1,1
1,Entrances,entrance1,2016,February,Saturday,22,2
1,Entrances,entrance1,2016,February,Saturday,17,1
1,Entrances,entrance1,2016,February,Saturday,16,1
1,Entrances,entrance1,2016,February,Saturday,12,1
1,Entrances,entrance1,2016,February,Saturday,9,1
1,Entrances,entrance1,2016,February,Saturday,4,1
1,Entrances,entrance1,2016,March,Sunday,12,1
1,Entrances,entrance1,2016,March,Sunday,10,1
1,Entrances,entrance1,2016,March,Sunday,9,1
1,Entrances,entrance1,2016,March,Sunday,8,2
1,Entrances,entrance1,2016,March,Sunday,0,1
1,Entrances,entrance1,2016,March,Monday,18,1
1,Entrances,entrance1,2016,March,Monday,17,1
1,Entrances,entrance1,2016,March,Monday,15,1
1,Entrances,entrance1,2016,March,Monday,10,1
1,Entrances,entrance1,2016,March,Monday,9,1
1,Entrances,entrance1,2016,March,Monday,5,1
1,Entrances,entrance1,2016,March,Monday,1,1
1,Entrances,entrance1,2016,March,Tuesday,23,1
1,Entrances,entrance1,2016,March,Tuesday,20,1
1,Entrances,entrance1,2016,March,Tuesday,15,1
1,Entrances,entrance1,2016,March,Tuesday,14,1
1,Entrances,entrance1,2016,March,Tuesday,13,1
1,Entrances,entrance1,2016,March,Tuesday,12,1
1,Entrances,entrance1,2016,March,Tuesday,1,1
1,Entrances,entrance1,2016,March,Wednesday,23,1
1,Entrances,entrance1,2016,March,Wednesday,18,1
1,Entrances,entrance1,2016,March,Wednesday,17,1
1,Entrances,entrance1,2016,March,Wednesday,15,1
1,Entrances,entrance1,2016,March,Wednesday,11,1
1,Entrances,entrance1,2016,March,Wednesday,8,1
1,Entrances,entrance1,2016,March,Wednesday,7,1
1,Entrances,entrance1,2016,March,Wednesday,0,1
1,Entrances,entrance1,2016,March,Thursday,23,2
1,Entrances,entrance1,2016,March,Thursday,20,3
1,Entrances,entrance1,2016,March,Thursday,18,1
1,Entrances,entrance1,2016,March,Thursday,15,1
1,Entrances,entrance1,2016,March,Thursday,11,2
1,Entrances,entrance1,2016,March,Thursday,1,2
1,Entrances,entrance1,2016,March,Thursday,0,1
1,Entrances,entrance1,2016,March,Friday,22,1
1,Entrances,entrance1,2016,March,Friday,21,1
1,Entrances,entrance1,2016,March,Friday,10,2
1,Entrances,entrance1,2016,March,Friday,2,1
1,Entrances,entrance1,2016,March,Saturday,22,1
1,Entrances,entrance1,2016,March,Saturday,20,2
1,Entrances,entrance1,2016,March,Saturday,16,2
1,Entrances,entrance1,2016,March,Saturday,15,2
1,Entrances,entrance1,2016,March,Saturday,14,1
1,Entrances,entrance1,2016,March,Saturday,12,1
1,Entrances,entrance1,2016,March,Saturday,0,2
1,Entrances,entrance1,2016,April,Sunday,23,1
1,Entrances,entrance1,2016,April,Sunday,15,1
1,Entrances,entrance1,2016,April,Sunday,11,1
1,Entrances,entrance1,2016,April,Sunday,0,1
1,Entrances,entrance1,2016,April,Monday,18,1
1,Entrances,entrance1,2016,April,Monday,13,1
1,Entrances,entrance1,2016,April,Monday,9,1
1,Entrances,entrance1,2016,April,Tuesday,11,1
1,Entrances,entrance1,2016,April,Tuesday,9,1
1,Entrances,entrance1,2016,April,Tuesday,4,1
1,Entrances,entrance1,2016,April,Wednesday,22,1
1,Entrances,entrance1,2016,April,Wednesday,20,1
1,Entrances,entrance1,2016,April,Wednesday,15,1
1,Entrances,entrance1,2016,April,Wednesday,12,1
1,Entrances,entrance1,2016,April,Wednesday,11,1
1,Entrances,entrance1,2016,April,Wednesday,10,2
1,Entrances,entrance1,2016,April,Wednesday,9,1
1,Entrances,entrance1,2016,April,Wednesday,5,2
1,Entrances,entrance1,2016,April,Wednesday,4,1
1,Entrances,entrance1,2016,April,Wednesday,3,1
1,Entrances,entrance1,2016,April,Wednesday,1,1
1,Entrances,entrance1,2016,April,Thursday,19,1
1,Entrances,entrance1,2016,April,Thursday,18,1
1,Entrances,entrance1,2016,April,Thursday,17,1
1,Entrances,entrance1,2016,April,Thursday,2,1
1,Entrances,entrance1,2016,April,Thursday,1,2
1,Entrances,entrance1,2016,April,Friday,23,3
1,Entrances,entrance1,2016,April,Friday,22,1
1,Entrances,entrance1,2016,April,Friday,21,1
1,Entrances,entrance1,2016,April,Friday,19,2
1,Entrances,entrance1,2016,April,Friday,13,1
1,Entrances,entrance1,2016,April,Friday,11,1
1,Entrances,entrance1,2016,April,Friday,6,1
1,Entrances,entrance1,2016,April,Friday,5,2
1,Entrances,entrance1,2016,April,Saturday,20,1
1,Entrances,entrance1,2016,April,Saturday,17,1
1,Entrances,entrance1,2016,April,Saturday,9,1
1,Entrances,entrance1,2016,April,Saturday,6,1
1,Entrances,entrance1,2016,April,Saturday,4,1
1,Entrances,entrance1,2016,April,Saturday,3,2
1,Entrances,entrance1,2016,April,Saturday,2,1
1,Entrances,entrance1,2016,April,Saturday,1,1
1,Entrances,entrance1,2016,April,Saturday,0,1
1,Entrances,entrance1,2016,May,Sunday,23,2
1,Entrances,entrance1,2016,May,Sunday,22,4
1,Entrances,entrance1,2016,May,Sunday,21,1
1,Entrances,entrance1,2016,May,Sunday,20,3
1,Entrances,entrance1,2016,May,Sunday,19,1
1,Entrances,entrance1,2016,May,Sunday,18,1
1,Entrances,entrance1,2016,May,Sunday,16,2
1,Entrances,entrance1,2016,May,Sunday,14,2
1,Entrances,entrance1,2016,May,Sunday,13,1
1,Entrances,entrance1,2016,May,Sunday,12,1
1,Entrances,entrance1,2016,May,Sunday,11,1
1,Entrances,entrance1,2016,May,Sunday,9,4
1,Entrances,entrance1,2016,May,Sunday,8,1
1,Entrances,entrance1,2016,May,Sunday,7,2
1,Entrances,entrance1,2016,May,Sunday,6,2
1,Entrances,entrance1,2016,May,Sunday,5,1
1,Entrances,entrance1,2016,May,Sunday,0,1
1,Entrances,entrance1,2016,May,Monday,21,3
1,Entrances,entrance1,2016,May,Monday,20,1
1,Entrances,entrance1,2016,May,Monday,19,3
1,Entrances,entrance1,2016,May,Monday,15,1
1,Entrances,entrance1,2016,May,Monday,14,3
1,Entrances,entrance1,2016,May,Monday,13,1
1,Entrances,entrance1,2016,May,Monday,12,3
1,Entrances,entrance1,2016,May,Monday,11,4
1,Entrances,entrance1,2016,May,Monday,8,1
1,Entrances,entrance1,2016,May,Monday,7,1
1,Entrances,entrance1,2016,May,Monday,6,1
1,Entrances,entrance1,2016,May,Monday,4,1
1,Entrances,entrance1,2016,May,Monday,1,1
1,Entrances,entrance1,2016,May,Tuesday,23,1
1,Entrances,entrance1,2016,May,Tuesday,22,2
1,Entrances,entrance1,2016,May,Tuesday,20,1
1,Entrances,entrance1,2016,May,Tuesday,18,1
1,Entrances,entrance1,2016,May,Tuesday,16,5
1,Entrances,entrance1,2016,May,Tuesday,15,4
1,Entrances,entrance1,2016,May,Tuesday,14,1
1,Entrances,entrance1,2016,May,Tuesday,13,1
1,Entrances,entrance1,2016,May,Tuesday,12,1
1,Entrances,entrance1,2016,May,Tuesday,11,2
1,Entrances,entrance1,2016,May,Tuesday,9,1
1,Entrances,entrance1,2016,May,Tuesday,8,1
1,Entrances,entrance1,2016,May,Tuesday,7,2
1,Entrances,entrance1,2016,May,Tuesday,6,1
1,Entrances,entrance1,2016,May,Tuesday,5,1
1,Entrances,entrance1,2016,May,Tuesday,3,1
1,Entrances,entrance1,2016,May,Tuesday,2,1
1,Entrances,entrance1,2016,May,Tuesday,0,2
1,Entrances,entrance1,2016,May,Wednesday,22,1
1,Entrances,entrance1,2016,May,Wednesday,20,1
1,Entrances,entrance1,2016,May,Wednesday,18,1
1,Entrances,entrance1,2016,May,Wednesday,17,1
1,Entrances,entrance1,2016,May,Wednesday,16,2
1,Entrances,entrance1,2016,May,Wednesday,14,1
1,Entrances,entrance1,2016,May,Wednesday,13,2
1,Entrances,entrance1,2016,May,Wednesday,11,2
1,Entrances,entrance1,2016,May,Wednesday,9,3
1,Entrances,entrance1,2016,May,Wednesday,8,1
1,Entrances,entrance1,2016,May,Wednesday,6,3
1,Entrances,entrance1,2016,May,Wednesday,4,2
1,Entrances,entrance1,2016,May,Wednesday,3,1
1,Entrances,entrance1,2016,May,Wednesday,1,2
1,Entrances,entrance1,2016,May,Wednesday,0,1
1,Entrances,entrance1,2016,May,Thursday,23,1
1,Entrances,entrance1,2016,May,Thursday,22,1
1,Entrances,entrance1,2016,May,Thursday,18,2
1,Entrances,entrance1,2016,May,Thursday,17,1
1,Entrances,entrance1,2016,May,Thursday,16,4
1,Entrances,entrance1,2016,May,Thursday,14,1
1,Entrances,entrance1,2016,May,Thursday,12,3
1,Entrances,entrance1,2016,May,Thursday,11,3
1,Entrances,entrance1,2016,May,Thursday,10,2
1,Entrances,entrance1,2016,May,Thursday,8,1
1,Entrances,entrance1,2016,May,Thursday,4,2
1,Entrances,entrance1,2016,May,Thursday,3,1
1,Entrances,entrance1,2016,May,Thursday,2,2
1,Entrances,entrance1,2016,May,Friday,23,1
1,Entrances,entrance1,2016,May,Friday,21,2
1,Entrances,entrance1,2016,May,Friday,20,1
1,Entrances,entrance1,2016,May,Friday,19,1
1,Entrances,entrance1,2016,May,Friday,17,1
1,Entrances,entrance1,2016,May,Friday,16,1
1,Entrances,entrance1,2016,May,Friday,15,3
1,Entrances,entrance1,2016,May,Friday,13,3
1,Entrances,entrance1,2016,May,Friday,11,1
1,Entrances,entrance1,2016,May,Friday,10,2
1,Entrances,entrance1,2016,May,Friday,9,5
1,Entrances,entrance1,2016,May,Friday,8,3
1,Entrances,entrance1,2016,May,Friday,7,1
1,Entrances,entrance1,2016,May,Friday,5,1
1,Entrances,entrance1,2016,May,Friday,1,2
1,Entrances,entrance1,2016,May,Friday,0,1
1,Entrances,entrance1,2016,May,Saturday,23,2
1,Entrances,entrance1,2016,May,Saturday,22,1
1,Entrances,entrance1,2016,May,Saturday,18,3
1,Entrances,entrance1,2016,May,Saturday,17,1
1,Entrances,entrance1,2016,May,Saturday,16,1
1,Entrances,entrance1,2016,May,Saturday,15,1
1,Entrances,entrance1,2016,May,Saturday,14,1
1,Entrances,entrance1,2016,May,Saturday,13,1
1,Entrances,entrance1,2016,May,Saturday,12,1
1,Entrances,entrance1,2016,May,Saturday,11,2
1,Entrances,entrance1,2016,May,Saturday,10,1
1,Entrances,entrance1,2016,May,Saturday,9,2
1,Entrances,entrance1,2016,May,Saturday,8,3
1,Entrances,entrance1,2016,May,Saturday,7,1
1,Entrances,entrance1,2016,May,Saturday,6,3
1,Entrances,entrance1,2016,May,Saturday,4,1
1,Entrances,entrance1,2016,May,Saturday,0,2
1,Entrances,entrance2,2015,May,Sunday,23,2
1,Entrances,entrance2,2015,May,Sunday,22,1
1,Entrances,entrance2,2015,May,Sunday,21,1
1,Entrances,entrance2,2015,May,Sunday,18,3
1,Entrances,entrance2,2015,May,Sunday,17,2
1,Entrances,entrance2,2015,May,Sunday,16,1
1,Entrances,entrance2,2015,May,Sunday,15,2
1,Entrances,entrance2,2015,May,Sunday,14,3
1,Entrances,entrance2,2015,May,Sunday,12,2
1,Entrances,entrance2,2015,May,Sunday,10,1
1,Entrances,entrance2,2015,May,Sunday,9,3
1,Entrances,entrance2,2015,May,Sunday,8,2
1,Entrances,entrance2,2015,May,Sunday,7,2
1,Entrances,entrance2,2015,May,Sunday,6,1
1,Entrances,entrance2,2015,May,Sunday,5,2
1,Entrances,entrance2,2015,May,Sunday,3,2
1,Entrances,entrance2,2015,May,Sunday,2,1
1,Entrances,entrance2,2015,May,Sunday,0,1
1,Entrances,entrance2,2015,May,Monday,22,3
1,Entrances,entrance2,2015,May,Monday,20,2
1,Entrances,entrance2,2015,May,Monday,16,1
1,Entrances,entrance2,2015,May,Monday,15,1
1,Entrances,entrance2,2015,May,Monday,14,2
1,Entrances,entrance2,2015,May,Monday,12,1
1,Entrances,entrance2,2015,May,Monday,11,2
1,Entrances,entrance2,2015,May,Monday,10,2
1,Entrances,entrance2,2015,May,Monday,7,1
1,Entrances,entrance2,2015,May,Monday,5,1
1,Entrances,entrance2,2015,May,Tuesday,22,1
1,Entrances,entrance2,2015,May,Tuesday,19,3
1,Entrances,entrance2,2015,May,Tuesday,18,1
1,Entrances,entrance2,2015,May,Tuesday,17,4
1,Entrances,entrance2,2015,May,Tuesday,16,1
1,Entrances,entrance2,2015,May,Tuesday,14,1
1,Entrances,entrance2,2015,May,Tuesday,13,3
1,Entrances,entrance2,2015,May,Tuesday,12,1
1,Entrances,entrance2,2015,May,Tuesday,8,2
1,Entrances,entrance2,2015,May,Tuesday,7,1
1,Entrances,entrance2,2015,May,Tuesday,5,1
1,Entrances,entrance2,2015,May,Tuesday,1,1
1,Entrances,entrance2,2015,May,Tuesday,0,2
1,Entrances,entrance2,2015,May,Wednesday,22,1
1,Entrances,entrance2,2015,May,Wednesday,20,1
1,Entrances,entrance2,2015,May,Wednesday,18,2
1,Entrances,entrance2,2015,May,Wednesday,17,3
1,Entrances,entrance2,2015,May,Wednesday,16,1
1,Entrances,entrance2,2015,May,Wednesday,15,1
1,Entrances,entrance2,2015,May,Wednesday,14,1
1,Entrances,entrance2,2015,May,Wednesday,13,1
1,Entrances,entrance2,2015,May,Wednesday,12,5
1,Entrances,entrance2,2015,May,Wednesday,11,1
1,Entrances,entrance2,2015,May,Wednesday,10,1
1,Entrances,entrance2,2015,May,Wednesday,9,1
1,Entrances,entrance2,2015,May,Wednesday,8,3
1,Entrances,entrance2,2015,May,Wednesday,6,3
1,Entrances,entrance2,2015,May,Thursday,22,1
1,Entrances,entrance2,2015,May,Thursday,21,1
1,Entrances,entrance2,2015,May,Thursday,20,1
1,Entrances,entrance2,2015,May,Thursday,18,4
1,Entrances,entrance2,2015,May,Thursday,17,2
1,Entrances,entrance2,2015,May,Thursday,16,2
1,Entrances,entrance2,2015,May,Thursday,15,4
1,Entrances,entrance2,2015,May,Thursday,14,3
1,Entrances,entrance2,2015,May,Thursday,13,5
1,Entrances,entrance2,2015,May,Thursday,12,4
1,Entrances,entrance2,2015,May,Thursday,11,1
1,Entrances,entrance2,2015,May,Thursday,10,4
1,Entrances,entrance2,2015,May,Thursday,9,3
1,Entrances,entrance2,2015,May,Thursday,8,1
1,Entrances,entrance2,2015,May,Thursday,7,2
1,Entrances,entrance2,2015,May,Thursday,6,1
1,Entrances,entrance2,2015,May,Thursday,4,1
1,Entrances,entrance2,2015,May,Thursday,3,1
1,Entrances,entrance2,2015,May,Thursday,2,1
1,Entrances,entrance2,2015,May,Thursday,1,1
1,Entrances,entrance2,2015,May,Thursday,0,1
1,Entrances,entrance2,2015,May,Friday,23,2
1,Entrances,entrance2,2015,May,Friday,22,1
1,Entrances,entrance2,2015,May,Friday,21,1
1,Entrances,entrance2,2015,May,Friday,20,1
1,Entrances,entrance2,2015,May,Friday,18,1
1,Entrances,entrance2,2015,May,Friday,17,3
1,Entrances,entrance2,2015,May,Friday,16,1
1,Entrances,entrance2,2015,May,Friday,14,3
1,Entrances,entrance2,2015,May,Friday,13,1
1,Entrances,entrance2,2015,May,Friday,12,3
1,Entrances,entrance2,2015,May,Friday,11,2
1,Entrances,entrance2,2015,May,Friday,5,1
1,Entrances,entrance2,2015,May,Friday,1,2
1,Entrances,entrance2,2015,May,Friday,0,1
1,Entrances,entrance2,2015,May,Saturday,22,2
1,Entrances,entrance2,2015,May,Saturday,21,1
1,Entrances,entrance2,2015,May,Saturday,19,1
1,Entrances,entrance2,2015,May,Saturday,18,1
1,Entrances,entrance2,2015,May,Saturday,17,1
1,Entrances,entrance2,2015,May,Saturday,16,2
1,Entrances,entrance2,2015,May,Saturday,15,1
1,Entrances,entrance2,2015,May,Saturday,14,2
1,Entrances,entrance2,2015,May,Saturday,13,4
1,Entrances,entrance2,2015,May,Saturday,12,1
1,Entrances,entrance2,2015,May,Saturday,9,1
1,Entrances,entrance2,2015,May,Saturday,8,2
1,Entrances,entrance2,2015,May,Saturday,7,1
1,Entrances,entrance2,2015,May,Saturday,5,1
1,Entrances,entrance2,2015,May,Saturday,0,1
1,Entrances,entrance2,2015,June,Sunday,23,1
1,Entrances,entrance2,2015,June,Sunday,22,1
1,Entrances,entrance2,2015,June,Sunday,21,1
1,Entrances,entrance2,2015,June,Sunday,20,1
1,Entrances,entrance2,2015,June,Sunday,19,1
1,Entrances,entrance2,2015,June,Sunday,16,7
1,Entrances,entrance2,2015,June,Sunday,15,2
1,Entrances,entrance2,2015,June,Sunday,14,3
1,Entrances,entrance2,2015,June,Sunday,13,7
1,Entrances,entrance2,2015,June,Sunday,12,3
1,Entrances,entrance2,2015,June,Sunday,11,8
1,Entrances,entrance2,2015,June,Sunday,10,6
1,Entrances,entrance2,2015,June,Sunday,9,5
1,Entrances,entrance2,2015,June,Sunday,8,4
1,Entrances,entrance2,2015,June,Sunday,7,6
1,Entrances,entrance2,2015,June,Sunday,6,3
1,Entrances,entrance2,2015,June,Sunday,5,1
1,Entrances,entrance2,2015,June,Monday,23,2
1,Entrances,entrance2,2015,June,Monday,22,1
1,Entrances,entrance2,2015,June,Monday,21,2
1,Entrances,entrance2,2015,June,Monday,20,3
1,Entrances,entrance2,2015,June,Monday,19,2
1,Entrances,entrance2,2015,June,Monday,18,3
1,Entrances,entrance2,2015,June,Monday,17,4
1,Entrances,entrance2,2015,June,Monday,16,10
1,Entrances,entrance2,2015,June,Monday,15,7
1,Entrances,entrance2,2015,June,Monday,14,8
1,Entrances,entrance2,2015,June,Monday,13,3
1,Entrances,entrance2,2015,June,Monday,12,6
1,Entrances,entrance2,2015,June,Monday,11,6
1,Entrances,entrance2,2015,June,Monday,10,3
1,Entrances,entrance2,2015,June,Monday,9,2
1,Entrances,entrance2,2015,June,Monday,8,3
1,Entrances,entrance2,2015,June,Monday,7,4
1,Entrances,entrance2,2015,June,Monday,6,2
1,Entrances,entrance2,2015,June,Monday,5,2
1,Entrances,entrance2,2015,June,Monday,2,1
1,Entrances,entrance2,2015,June,Tuesday,23,2
1,Entrances,entrance2,2015,June,Tuesday,22,1
1,Entrances,entrance2,2015,June,Tuesday,20,2
1,Entrances,entrance2,2015,June,Tuesday,19,5
1,Entrances,entrance2,2015,June,Tuesday,18,5
1,Entrances,entrance2,2015,June,Tuesday,17,6
1,Entrances,entrance2,2015,June,Tuesday,16,3
1,Entrances,entrance2,2015,June,Tuesday,15,2
1,Entrances,entrance2,2015,June,Tuesday,14,6
1,Entrances,entrance2,2015,June,Tuesday,13,9
1,Entrances,entrance2,2015,June,Tuesday,12,6
1,Entrances,entrance2,2015,June,Tuesday,11,7
1,Entrances,entrance2,2015,June,Tuesday,10,2
1,Entrances,entrance2,2015,June,Tuesday,9,1
1,Entrances,entrance2,2015,June,Tuesday,8,8
1,Entrances,entrance2,2015,June,Tuesday,7,2
1,Entrances,entrance2,2015,June,Tuesday,6,5
1,Entrances,entrance2,2015,June,Tuesday,5,1
1,Entrances,entrance2,2015,June,Tuesday,4,3
1,Entrances,entrance2,2015,June,Tuesday,3,2
1,Entrances,entrance2,2015,June,Tuesday,1,1
1,Entrances,entrance2,2015,June,Tuesday,0,1
1,Entrances,entrance2,2015,June,Wednesday,22,2
1,Entrances,entrance2,2015,June,Wednesday,20,3
1,Entrances,entrance2,2015,June,Wednesday,19,2
1,Entrances,entrance2,2015,June,Wednesday,18,3
1,Entrances,entrance2,2015,June,Wednesday,17,1
1,Entrances,entrance2,2015,June,Wednesday,16,1
1,Entrances,entrance2,2015,June,Wednesday,15,3
1,Entrances,entrance2,2015,June,Wednesday,14,5
1,Entrances,entrance2,2015,June,Wednesday,13,4
1,Entrances,entrance2,2015,June,Wednesday,12,6
1,Entrances,entrance2,2015,June,Wednesday,11,2
1,Entrances,entrance2,2015,June,Wednesday,10,2
1,Entrances,entrance2,2015,June,Wednesday,9,4
1,Entrances,entrance2,2015,June,Wednesday,8,4
1,Entrances,entrance2,2015,June,Wednesday,7,6
1,Entrances,entrance2,2015,June,Wednesday,6,1
1,Entrances,entrance2,2015,June,Wednesday,5,2
1,Entrances,entrance2,2015,June,Wednesday,2,1
1,Entrances,entrance2,2015,June,Wednesday,1,2
1,Entrances,entrance2,2015,June,Thursday,23,2
1,Entrances,entrance2,2015,June,Thursday,21,3
1,Entrances,entrance2,2015,June,Thursday,19,4
1,Entrances,entrance2,2015,June,Thursday,18,1
1,Entrances,entrance2,2015,June,Thursday,17,1
1,Entrances,entrance2,2015,June,Thursday,16,4
1,Entrances,entrance2,2015,June,Thursday,15,4
1,Entrances,entrance2,2015,June,Thursday,14,5
1,Entrances,entrance2,2015,June,Thursday,13,3
1,Entrances,entrance2,2015,June,Thursday,12,1
1,Entrances,entrance2,2015,June,Thursday,11,4
1,Entrances,entrance2,2015,June,Thursday,10,5
1,Entrances,entrance2,2015,June,Thursday,9,4
1,Entrances,entrance2,2015,June,Thursday,8,4
1,Entrances,entrance2,2015,June,Thursday,7,3
1,Entrances,entrance2,2015,June,Thursday,6,1
1,Entrances,entrance2,2015,June,Thursday,4,1
1,Entrances,entrance2,2015,June,Thursday,3,1
1,Entrances,entrance2,2015,June,Thursday,0,1
1,Entrances,entrance2,2015,June,Friday,23,2
1,Entrances,entrance2,2015,June,Friday,21,2
1,Entrances,entrance2,2015,June,Friday,20,1
1,Entrances,entrance2,2015,June,Friday,19,1
1,Entrances,entrance2,2015,June,Friday,18,5
1,Entrances,entrance2,2015,June,Friday,17,3
1,Entrances,entrance2,2015,June,Friday,16,5
1,Entrances,entrance2,2015,June,Friday,15,5
1,Entrances,entrance2,2015,June,Friday,14,4
1,Entrances,entrance2,2015,June,Friday,13,1
1,Entrances,entrance2,2015,June,Friday,12,1
1,Entrances,entrance2,2015,June,Friday,11,4
1,Entrances,entrance2,2015,June,Friday,9,5
1,Entrances,entrance2,2015,June,Friday,7,3
1,Entrances,entrance2,2015,June,Friday,6,3
1,Entrances,entrance2,2015,June,Friday,5,2
1,Entrances,entrance2,2015,June,Friday,2,1
1,Entrances,entrance2,2015,June,Friday,1,1
1,Entrances,entrance2,2015,June,Saturday,22,4
1,Entrances,entrance2,2015,June,Saturday,21,4
1,Entrances,entrance2,2015,June,Saturday,20,2
1,Entrances,entrance2,2015,June,Saturday,19,3
1,Entrances,entrance2,2015,June,Saturday,18,5
1,Entrances,entrance2,2015,June,Saturday,17,1
1,Entrances,entrance2,2015,June,Saturday,16,4
1,Entrances,entrance2,2015,June,Saturday,15,8
1,Entrances,entrance2,2015,June,Saturday,14,3
1,Entrances,entrance2,2015,June,Saturday,13,3
1,Entrances,entrance2,2015,June,Saturday,12,3
1,Entrances,entrance2,2015,June,Saturday,11,5
1,Entrances,entrance2,2015,June,Saturday,10,2
1,Entrances,entrance2,2015,June,Saturday,9,9
1,Entrances,entrance2,2015,June,Saturday,8,4
1,Entrances,entrance2,2015,June,Saturday,7,6
1,Entrances,entrance2,2015,June,Saturday,6,3
1,Entrances,entrance2,2015,June,Saturday,3,1
1,Entrances,entrance2,2015,June,Saturday,0,3
1,Entrances,entrance2,2015,July,Sunday,23,1
1,Entrances,entrance2,2015,July,Sunday,22,2
1,Entrances,entrance2,2015,July,Sunday,21,2
1,Entrances,entrance2,2015,July,Sunday,20,3
1,Entrances,entrance2,2015,July,Sunday,19,3
1,Entrances,entrance2,2015,July,Sunday,18,5
1,Entrances,entrance2,2015,July,Sunday,17,9
1,Entrances,entrance2,2015,July,Sunday,16,9
1,Entrances,entrance2,2015,July,Sunday,15,7
1,Entrances,entrance2,2015,July,Sunday,14,8
1,Entrances,entrance2,2015,July,Sunday,13,11
1,Entrances,entrance2,2015,July,Sunday,12,6
1,Entrances,entrance2,2015,July,Sunday,11,7
1,Entrances,entrance2,2015,July,Sunday,10,9
1,Entrances,entrance2,2015,July,Sunday,9,10
1,Entrances,entrance2,2015,July,Sunday,8,6
1,Entrances,entrance2,2015,July,Sunday,7,9
1,Entrances,entrance2,2015,July,Sunday,6,7
1,Entrances,entrance2,2015,July,Sunday,5,2
1,Entrances,entrance2,2015,July,Sunday,3,1
1,Entrances,entrance2,2015,July,Sunday,2,1
1,Entrances,entrance2,2015,July,Sunday,0,1
1,Entrances,entrance2,2015,July,Monday,23,3
1,Entrances,entrance2,2015,July,Monday,22,3
1,Entrances,entrance2,2015,July,Monday,21,2
1,Entrances,entrance2,2015,July,Monday,20,2
1,Entrances,entrance2,2015,July,Monday,19,2
1,Entrances,entrance2,2015,July,Monday,18,3
1,Entrances,entrance2,2015,July,Monday,17,5
1,Entrances,entrance2,2015,July,Monday,16,6
1,Entrances,entrance2,2015,July,Monday,15,8
1,Entrances,entrance2,2015,July,Monday,14,4
1,Entrances,entrance2,2015,July,Monday,13,6
1,Entrances,entrance2,2015,July,Monday,12,5
1,Entrances,entrance2,2015,July,Monday,11,9
1,Entrances,entrance2,2015,July,Monday,10,3
1,Entrances,entrance2,2015,July,Monday,9,4
1,Entrances,entrance2,2015,July,Monday,8,4
1,Entrances,entrance2,2015,July,Monday,7,3
1,Entrances,entrance2,2015,July,Monday,6,7
1,Entrances,entrance2,2015,July,Monday,5,2
1,Entrances,entrance2,2015,July,Monday,4,3
1,Entrances,entrance2,2015,July,Monday,2,1
1,Entrances,entrance2,2015,July,Monday,1,1
1,Entrances,entrance2,2015,July,Monday,0,1
1,Entrances,entrance2,2015,July,Tuesday,23,1
1,Entrances,entrance2,2015,July,Tuesday,21,2
1,Entrances,entrance2,2015,July,Tuesday,20,4
1,Entrances,entrance2,2015,July,Tuesday,19,3
1,Entrances,entrance2,2015,July,Tuesday,18,7
1,Entrances,entrance2,2015,July,Tuesday,17,7
1,Entrances,entrance2,2015,July,Tuesday,16,5
1,Entrances,entrance2,2015,July,Tuesday,15,5
1,Entrances,entrance2,2015,July,Tuesday,14,5
1,Entrances,entrance2,2015,July,Tuesday,13,1
1,Entrances,entrance2,2015,July,Tuesday,12,11
1,Entrances,entrance2,2015,July,Tuesday,11,6
